label,cond1,cond2,cond3,cond4,item,sentence,comprehension_question,answerchoice0,answerchoice1,correct_response
Subjexp-ActS-ActQ-AnsR.10,Subjexp,ActS,ActQ,AnsR,10,That's the concierge that the executive somewhat tolerates despite his meek disposition.,Who tolerates someone?,the concierge,the executive,1
Objexp-ActS-PassQ-AnsR.10,Objexp,ActS,PassQ,AnsR,10,That's the concierge that the executive somewhat terrifies despite his meek disposition.,Who is terrified?,the executive,the concierge,1
Subjexp-ActS-PassQ-AnsR.10,Subjexp,ActS,PassQ,AnsR,10,That's the concierge that the executive somewhat tolerates despite his meek disposition.,Who is tolerated?,the executive,the concierge,1
Objexp-PassS-ActQ-AnsL.10,Objexp,PassS,ActQ,AnsL,10,That's the executive that the concierge is somewhat terrified by despite his meek disposition.,Who terrifies someone?,the executive,the concierge,0
Subjexp-PassS-ActQ-AnsL.10,Subjexp,PassS,ActQ,AnsL,10,That's the executive that the concierge is somewhat tolerated by despite his meek disposition.,Who tolerates someone?,the executive,the concierge,0
Objexp-PassS-PassQ-AnsL.10,Objexp,PassS,PassQ,AnsL,10,That's the executive that the concierge is somewhat terrified by despite his meek disposition.,Who is terrified?,the concierge,the executive,0
Subjexp-PassS-PassQ-AnsL.10,Subjexp,PassS,PassQ,AnsL,10,That's the executive that the concierge is somewhat tolerated by despite his meek disposition.,Who is tolerated?,the concierge,the executive,0
Objexp-ActS-ActQ-AnsL.10,Objexp,ActS,ActQ,AnsL,10,That's the concierge that the executive somewhat terrifies despite his meek disposition.,Who terrifies someone?,the executive,the concierge,0
Subjexp-ActS-ActQ-AnsL.10,Subjexp,ActS,ActQ,AnsL,10,That's the concierge that the executive somewhat tolerates despite his meek disposition.,Who tolerates someone?,the executive,the concierge,0
Objexp-ActS-PassQ-AnsL.10,Objexp,ActS,PassQ,AnsL,10,That's the concierge that the executive somewhat terrifies despite his meek disposition.,Who is terrified?,the concierge,the executive,0
Subjexp-ActS-PassQ-AnsL.11,Subjexp,ActS,PassQ,AnsL,11,That's the stockbroker that the celebrity really envies because of his vast wealth.,Who is envied?,the stockbroker,the celebrity,0
Objexp-ActS-PassQ-AnsL.11,Objexp,ActS,PassQ,AnsL,11,That's the stockbroker that the celebrity really interests because of his vast wealth.,Who is interested?,the stockbroker,the celebrity,0
Subjexp-ActS-ActQ-AnsL.11,Subjexp,ActS,ActQ,AnsL,11,That's the stockbroker that the celebrity really envies because of his vast wealth.,Who envies someone?,the celebrity,the stockbroker,0
Objexp-ActS-ActQ-AnsL.11,Objexp,ActS,ActQ,AnsL,11,That's the stockbroker that the celebrity really interests because of his vast wealth.,Who interests someone?,the celebrity,the stockbroker,0
Subjexp-PassS-PassQ-AnsL.11,Subjexp,PassS,PassQ,AnsL,11,That's the celebrity that the stockbroker is really envied by because of his vast wealth.,Who is envied?,the stockbroker,the celebrity,0
Objexp-PassS-PassQ-AnsL.11,Objexp,PassS,PassQ,AnsL,11,That's the celebrity that the stockbroker is really interested by because of his vast wealth.,Who is interested?,the stockbroker,the celebrity,0
Subjexp-PassS-ActQ-AnsL.11,Subjexp,PassS,ActQ,AnsL,11,That's the celebrity that the stockbroker is really envied by because of his vast wealth.,Who envies someone?,the celebrity,the stockbroker,0
Objexp-PassS-ActQ-AnsL.11,Objexp,PassS,ActQ,AnsL,11,That's the celebrity that the stockbroker is really interested by because of his vast wealth.,Who interests someone?,the celebrity,the stockbroker,0
Subjexp-ActS-PassQ-AnsR.11,Subjexp,ActS,PassQ,AnsR,11,That's the stockbroker that the celebrity really envies because of his vast wealth.,Who is envied?,the celebrity,the stockbroker,1
Objexp-ActS-PassQ-AnsR.11,Objexp,ActS,PassQ,AnsR,11,That's the stockbroker that the celebrity really interests because of his vast wealth.,Who is interested?,the celebrity,the stockbroker,1
Subjexp-ActS-ActQ-AnsR.11,Subjexp,ActS,ActQ,AnsR,11,That's the stockbroker that the celebrity really envies because of his vast wealth.,Who envies someone?,the stockbroker,the celebrity,1
Objexp-ActS-ActQ-AnsR.11,Objexp,ActS,ActQ,AnsR,11,That's the stockbroker that the celebrity really interests because of his vast wealth.,Who interests someone?,the stockbroker,the celebrity,1
Subjexp-PassS-PassQ-AnsR.11,Subjexp,PassS,PassQ,AnsR,11,That's the celebrity that the stockbroker is really envied by because of his vast wealth.,Who is envied?,the celebrity,the stockbroker,1
Objexp-PassS-PassQ-AnsR.11,Objexp,PassS,PassQ,AnsR,11,That's the celebrity that the stockbroker is really interested by because of his vast wealth.,Who is interested?,the celebrity,the stockbroker,1
Subjexp-PassS-ActQ-AnsR.11,Subjexp,PassS,ActQ,AnsR,11,That's the celebrity that the stockbroker is really envied by because of his vast wealth.,Who envies someone?,the stockbroker,the celebrity,1
Objexp-PassS-ActQ-AnsR.11,Objexp,PassS,ActQ,AnsR,11,That's the celebrity that the stockbroker is really interested by because of his vast wealth.,Who interests someone?,the stockbroker,the celebrity,1
Subjexp-ActS-PassQ-AnsL.12,Subjexp,ActS,PassQ,AnsL,12,That's the farmer that the shopkeeper really envies because of his land holdings.,Who is envied?,the farmer,the shopkeeper,0
Objexp-PassS-ActQ-AnsR.12,Objexp,PassS,ActQ,AnsR,12,That's the shopkeeper that the farmer is really interested by because of his land holdings.,Who interests someone?,the farmer,the shopkeeper,1
Subjexp-PassS-ActQ-AnsR.12,Subjexp,PassS,ActQ,AnsR,12,That's the shopkeeper that the farmer is really envied by because of his land holdings.,Who envies someone?,the farmer,the shopkeeper,1
Objexp-PassS-PassQ-AnsR.12,Objexp,PassS,PassQ,AnsR,12,That's the shopkeeper that the farmer is really interested by because of his land holdings.,Who is interested?,the shopkeeper,the farmer,1
Subjexp-PassS-PassQ-AnsR.12,Subjexp,PassS,PassQ,AnsR,12,That's the shopkeeper that the farmer is really envied by because of his land holdings.,Who is envied?,the shopkeeper,the farmer,1
Objexp-ActS-ActQ-AnsR.12,Objexp,ActS,ActQ,AnsR,12,That's the farmer that the shopkeeper really interests because of his land holdings.,Who interests someone?,the farmer,the shopkeeper,1
Subjexp-ActS-ActQ-AnsR.12,Subjexp,ActS,ActQ,AnsR,12,That's the farmer that the shopkeeper really envies because of his land holdings.,Who envies someone?,the farmer,the shopkeeper,1
Objexp-ActS-PassQ-AnsR.12,Objexp,ActS,PassQ,AnsR,12,That's the farmer that the shopkeeper really interests because of his land holdings.,Who is interested?,the shopkeeper,the farmer,1
Subjexp-ActS-PassQ-AnsR.12,Subjexp,ActS,PassQ,AnsR,12,That's the farmer that the shopkeeper really envies because of his land holdings.,Who is envied?,the shopkeeper,the farmer,1
Objexp-PassS-ActQ-AnsL.12,Objexp,PassS,ActQ,AnsL,12,That's the shopkeeper that the farmer is really interested by because of his land holdings.,Who interests someone?,the shopkeeper,the farmer,0
Subjexp-PassS-ActQ-AnsL.12,Subjexp,PassS,ActQ,AnsL,12,That's the shopkeeper that the farmer is really envied by because of his land holdings.,Who envies someone?,the shopkeeper,the farmer,0
Objexp-PassS-PassQ-AnsL.12,Objexp,PassS,PassQ,AnsL,12,That's the shopkeeper that the farmer is really interested by because of his land holdings.,Who is interested?,the farmer,the shopkeeper,0
Subjexp-PassS-PassQ-AnsL.12,Subjexp,PassS,PassQ,AnsL,12,That's the shopkeeper that the farmer is really envied by because of his land holdings.,Who is envied?,the farmer,the shopkeeper,0
Objexp-ActS-ActQ-AnsL.12,Objexp,ActS,ActQ,AnsL,12,That's the farmer that the shopkeeper really interests because of his land holdings.,Who interests someone?,the shopkeeper,the farmer,0
Subjexp-ActS-ActQ-AnsL.12,Subjexp,ActS,ActQ,AnsL,12,That's the farmer that the shopkeeper really envies because of his land holdings.,Who envies someone?,the shopkeeper,the farmer,0
Objexp-ActS-PassQ-AnsL.12,Objexp,ActS,PassQ,AnsL,12,That's the farmer that the shopkeeper really interests because of his land holdings.,Who is interested?,the farmer,the shopkeeper,0
Subjexp-ActS-PassQ-AnsL.13,Subjexp,ActS,PassQ,AnsL,13,That's the daughter that the father particularly cherishes in spite of her lackadaisical attitude.,Who is cherished?,the daughter,the father,0
Objexp-ActS-PassQ-AnsL.13,Objexp,ActS,PassQ,AnsL,13,That's the daughter that the father particularly annoys in spite of her lackadaisical attitude.,Who is annoyed?,the daughter,the father,0
Subjexp-ActS-ActQ-AnsL.13,Subjexp,ActS,ActQ,AnsL,13,That's the daughter that the father particularly cherishes in spite of her lackadaisical attitude.,Who cherishes someone?,the father,the daughter,0
Objexp-ActS-ActQ-AnsL.13,Objexp,ActS,ActQ,AnsL,13,That's the daughter that the father particularly annoys in spite of her lackadaisical attitude.,Who annoys someone?,the father,the daughter,0
Subjexp-PassS-PassQ-AnsL.13,Subjexp,PassS,PassQ,AnsL,13,That's the father that the daughter is particularly cherished by in spite of her lackadaisical attitude.,Who is cherished?,the daughter,the father,0
Objexp-PassS-PassQ-AnsL.13,Objexp,PassS,PassQ,AnsL,13,That's the father that the daughter is particularly annoyed by in spite of her lackadaisical attitude.,Who is annoyed?,the daughter,the father,0
Subjexp-PassS-ActQ-AnsL.13,Subjexp,PassS,ActQ,AnsL,13,That's the father that the daughter is particularly cherished by in spite of her lackadaisical attitude.,Who cherishes someone?,the father,the daughter,0
Objexp-PassS-ActQ-AnsL.13,Objexp,PassS,ActQ,AnsL,13,That's the father that the daughter is particularly annoyed by in spite of her lackadaisical attitude.,Who annoys someone?,the father,the daughter,0
Subjexp-ActS-PassQ-AnsR.13,Subjexp,ActS,PassQ,AnsR,13,That's the daughter that the father particularly cherishes in spite of her lackadaisical attitude.,Who is cherished?,the father,the daughter,1
Objexp-ActS-PassQ-AnsR.13,Objexp,ActS,PassQ,AnsR,13,That's the daughter that the father particularly annoys in spite of her lackadaisical attitude.,Who is annoyed?,the father,the daughter,1
Subjexp-ActS-ActQ-AnsR.13,Subjexp,ActS,ActQ,AnsR,13,That's the daughter that the father particularly cherishes in spite of her lackadaisical attitude.,Who cherishes someone?,the daughter,the father,1
Objexp-ActS-ActQ-AnsR.13,Objexp,ActS,ActQ,AnsR,13,That's the daughter that the father particularly annoys in spite of her lackadaisical attitude.,Who annoys someone?,the daughter,the father,1
Subjexp-PassS-PassQ-AnsR.13,Subjexp,PassS,PassQ,AnsR,13,That's the father that the daughter is particularly cherished by in spite of her lackadaisical attitude.,Who is cherished?,the father,the daughter,1
Objexp-PassS-PassQ-AnsR.13,Objexp,PassS,PassQ,AnsR,13,That's the father that the daughter is particularly annoyed by in spite of her lackadaisical attitude.,Who is annoyed?,the father,the daughter,1
Subjexp-PassS-ActQ-AnsR.13,Subjexp,PassS,ActQ,AnsR,13,That's the father that the daughter is particularly cherished by in spite of her lackadaisical attitude.,Who cherishes someone?,the daughter,the father,1
Objexp-PassS-ActQ-AnsR.13,Objexp,PassS,ActQ,AnsR,13,That's the father that the daughter is particularly annoyed by in spite of her lackadaisical attitude.,Who annoys someone?,the daughter,the father,1
Subjexp-ActS-PassQ-AnsL.14,Subjexp,ActS,PassQ,AnsL,14,That's the colleague that the scientist particularly cherishes in spite of his nonchalant demeanor.,Who is cherished?,the colleague,the scientist,0
Objexp-PassS-ActQ-AnsR.14,Objexp,PassS,ActQ,AnsR,14,That's the scientist that the colleague is particularly annoyed by in spite of his nonchalant demeanor.,Who annoys someone?,the colleague,the scientist,1
Subjexp-PassS-ActQ-AnsR.14,Subjexp,PassS,ActQ,AnsR,14,That's the scientist that the colleague is particularly cherished by in spite of his nonchalant demeanor.,Who cherishes someone?,the colleague,the scientist,1
Objexp-PassS-PassQ-AnsR.14,Objexp,PassS,PassQ,AnsR,14,That's the scientist that the colleague is particularly annoyed by in spite of his nonchalant demeanor.,Who is annoyed?,the scientist,the colleague,1
Subjexp-PassS-PassQ-AnsR.14,Subjexp,PassS,PassQ,AnsR,14,That's the scientist that the colleague is particularly cherished by in spite of his nonchalant demeanor.,Who is cherished?,the scientist,the colleague,1
Objexp-ActS-ActQ-AnsR.14,Objexp,ActS,ActQ,AnsR,14,That's the colleague that the scientist particularly annoys in spite of his nonchalant demeanor.,Who annoys someone?,the colleague,the scientist,1
Subjexp-ActS-ActQ-AnsR.14,Subjexp,ActS,ActQ,AnsR,14,That's the colleague that the scientist particularly cherishes in spite of his nonchalant demeanor.,Who cherishes someone?,the colleague,the scientist,1
Objexp-ActS-PassQ-AnsR.14,Objexp,ActS,PassQ,AnsR,14,That's the colleague that the scientist particularly annoys in spite of his nonchalant demeanor.,Who is annoyed?,the scientist,the colleague,1
Subjexp-ActS-PassQ-AnsR.14,Subjexp,ActS,PassQ,AnsR,14,That's the colleague that the scientist particularly cherishes in spite of his nonchalant demeanor.,Who is cherished?,the scientist,the colleague,1
Objexp-PassS-ActQ-AnsL.14,Objexp,PassS,ActQ,AnsL,14,That's the scientist that the colleague is particularly annoyed by in spite of his nonchalant demeanor.,Who annoys someone?,the scientist,the colleague,0
Subjexp-PassS-ActQ-AnsL.14,Subjexp,PassS,ActQ,AnsL,14,That's the scientist that the colleague is particularly cherished by in spite of his nonchalant demeanor.,Who cherishes someone?,the scientist,the colleague,0
Objexp-PassS-PassQ-AnsL.14,Objexp,PassS,PassQ,AnsL,14,That's the scientist that the colleague is particularly annoyed by in spite of his nonchalant demeanor.,Who is annoyed?,the colleague,the scientist,0
Subjexp-PassS-PassQ-AnsL.14,Subjexp,PassS,PassQ,AnsL,14,That's the scientist that the colleague is particularly cherished by in spite of his nonchalant demeanor.,Who is cherished?,the colleague,the scientist,0
Objexp-ActS-ActQ-AnsL.14,Objexp,ActS,ActQ,AnsL,14,That's the colleague that the scientist particularly annoys in spite of his nonchalant demeanor.,Who annoys someone?,the scientist,the colleague,0
Subjexp-ActS-ActQ-AnsL.14,Subjexp,ActS,ActQ,AnsL,14,That's the colleague that the scientist particularly cherishes in spite of his nonchalant demeanor.,Who cherishes someone?,the scientist,the colleague,0
Objexp-ActS-PassQ-AnsL.14,Objexp,ActS,PassQ,AnsL,14,That's the colleague that the scientist particularly annoys in spite of his nonchalant demeanor.,Who is annoyed?,the colleague,the scientist,0
Subjexp-ActS-PassQ-AnsL.15,Subjexp,ActS,PassQ,AnsL,15,That's the barber that the stylist really dislikes due to his bold new approach.,Who is disliked?,the barber,the stylist,0
Objexp-ActS-PassQ-AnsL.15,Objexp,ActS,PassQ,AnsL,15,That's the barber that the stylist really amazes due to his bold new approach.,Who is amazed?,the barber,the stylist,0
Subjexp-ActS-ActQ-AnsL.15,Subjexp,ActS,ActQ,AnsL,15,That's the barber that the stylist really dislikes due to his bold new approach.,Who dislikes someone?,the stylist,the barber,0
Objexp-ActS-ActQ-AnsL.15,Objexp,ActS,ActQ,AnsL,15,That's the barber that the stylist really amazes due to his bold new approach.,Who amazes someone?,the stylist,the barber,0
Subjexp-PassS-PassQ-AnsL.15,Subjexp,PassS,PassQ,AnsL,15,That's the stylist that the barber is really disliked by due to his bold new approach.,Who is disliked?,the barber,the stylist,0
Objexp-PassS-PassQ-AnsL.15,Objexp,PassS,PassQ,AnsL,15,That's the stylist that the barber is really amazed by due to his bold new approach.,Who is amazed?,the barber,the stylist,0
Subjexp-PassS-ActQ-AnsL.15,Subjexp,PassS,ActQ,AnsL,15,That's the stylist that the barber is really disliked by due to his bold new approach.,Who dislikes someone?,the stylist,the barber,0
Objexp-PassS-ActQ-AnsL.15,Objexp,PassS,ActQ,AnsL,15,That's the stylist that the barber is really amazed by due to his bold new approach.,Who amazes someone?,the stylist,the barber,0
Subjexp-ActS-PassQ-AnsR.15,Subjexp,ActS,PassQ,AnsR,15,That's the barber that the stylist really dislikes due to his bold new approach.,Who is disliked?,the stylist,the barber,1
Objexp-ActS-PassQ-AnsR.15,Objexp,ActS,PassQ,AnsR,15,That's the barber that the stylist really amazes due to his bold new approach.,Who is amazed?,the stylist,the barber,1
Subjexp-ActS-ActQ-AnsR.15,Subjexp,ActS,ActQ,AnsR,15,That's the barber that the stylist really dislikes due to his bold new approach.,Who dislikes someone?,the barber,the stylist,1
Objexp-ActS-ActQ-AnsR.15,Objexp,ActS,ActQ,AnsR,15,That's the barber that the stylist really amazes due to his bold new approach.,Who amazes someone?,the barber,the stylist,1
Subjexp-PassS-PassQ-AnsR.15,Subjexp,PassS,PassQ,AnsR,15,That's the stylist that the barber is really disliked by due to his bold new approach.,Who is disliked?,the stylist,the barber,1
Objexp-PassS-PassQ-AnsR.15,Objexp,PassS,PassQ,AnsR,15,That's the stylist that the barber is really amazed by due to his bold new approach.,Who is amazed?,the stylist,the barber,1
Subjexp-PassS-ActQ-AnsR.15,Subjexp,PassS,ActQ,AnsR,15,That's the stylist that the barber is really disliked by due to his bold new approach.,Who dislikes someone?,the barber,the stylist,1
Objexp-PassS-ActQ-AnsR.15,Objexp,PassS,ActQ,AnsR,15,That's the stylist that the barber is really amazed by due to his bold new approach.,Who amazes someone?,the barber,the stylist,1
Subjexp-ActS-PassQ-AnsL.16,Subjexp,ActS,PassQ,AnsL,16,That's the painter that the artist really dislikes due to her freeflowing compositions.,Who is disliked?,the painter,the artist,0
Objexp-PassS-ActQ-AnsR.16,Objexp,PassS,ActQ,AnsR,16,That's the artist that the painter is really amazed by due to her freeflowing compositions.,Who amazes someone?,the painter,the artist,1
Subjexp-PassS-ActQ-AnsR.16,Subjexp,PassS,ActQ,AnsR,16,That's the artist that the painter is really disliked by due to her freeflowing compositions.,Who dislikes someone?,the painter,the artist,1
Objexp-PassS-PassQ-AnsR.16,Objexp,PassS,PassQ,AnsR,16,That's the artist that the painter is really amazed by due to her freeflowing compositions.,Who is amazed?,the artist,the painter,1
Subjexp-PassS-PassQ-AnsR.16,Subjexp,PassS,PassQ,AnsR,16,That's the artist that the painter is really disliked by due to her freeflowing compositions.,Who is disliked?,the artist,the painter,1
Objexp-ActS-ActQ-AnsR.16,Objexp,ActS,ActQ,AnsR,16,That's the painter that the artist really amazes due to her freeflowing compositions.,Who amazes someone?,the painter,the artist,1
Subjexp-ActS-ActQ-AnsR.16,Subjexp,ActS,ActQ,AnsR,16,That's the painter that the artist really dislikes due to her freeflowing compositions.,Who dislikes someone?,the painter,the artist,1
Objexp-ActS-PassQ-AnsR.16,Objexp,ActS,PassQ,AnsR,16,That's the painter that the artist really amazes due to her freeflowing compositions.,Who is amazed?,the artist,the painter,1
Subjexp-ActS-PassQ-AnsR.16,Subjexp,ActS,PassQ,AnsR,16,That's the painter that the artist really dislikes due to her freeflowing compositions.,Who is disliked?,the artist,the painter,1
Objexp-PassS-ActQ-AnsL.16,Objexp,PassS,ActQ,AnsL,16,That's the artist that the painter is really amazed by due to her freeflowing compositions.,Who amazes someone?,the artist,the painter,0
Subjexp-PassS-ActQ-AnsL.16,Subjexp,PassS,ActQ,AnsL,16,That's the artist that the painter is really disliked by due to her freeflowing compositions.,Who dislikes someone?,the artist,the painter,0
Objexp-PassS-PassQ-AnsL.16,Objexp,PassS,PassQ,AnsL,16,That's the artist that the painter is really amazed by due to her freeflowing compositions.,Who is amazed?,the painter,the artist,0
Subjexp-PassS-PassQ-AnsL.16,Subjexp,PassS,PassQ,AnsL,16,That's the artist that the painter is really disliked by due to her freeflowing compositions.,Who is disliked?,the painter,the artist,0
Objexp-ActS-ActQ-AnsL.16,Objexp,ActS,ActQ,AnsL,16,That's the painter that the artist really amazes due to her freeflowing compositions.,Who amazes someone?,the artist,the painter,0
Subjexp-ActS-ActQ-AnsL.16,Subjexp,ActS,ActQ,AnsL,16,That's the painter that the artist really dislikes due to her freeflowing compositions.,Who dislikes someone?,the artist,the painter,0
Objexp-ActS-PassQ-AnsL.16,Objexp,ActS,PassQ,AnsL,16,That's the painter that the artist really amazes due to her freeflowing compositions.,Who is amazed?,the painter,the artist,0
Subjexp-ActS-PassQ-AnsL.17,Subjexp,ActS,PassQ,AnsL,17,That's the thief that the cop strongly loathes on account of their constant chases.,Who is loathed?,the thief,the cop,0
Objexp-ActS-PassQ-AnsL.17,Objexp,ActS,PassQ,AnsL,17,That's the thief that the cop strongly irritates on account of their constant chases.,Who is irritated?,the thief,the cop,0
Subjexp-ActS-ActQ-AnsL.17,Subjexp,ActS,ActQ,AnsL,17,That's the thief that the cop strongly loathes on account of their constant chases.,Who loathes someone?,the cop,the thief,0
Objexp-ActS-ActQ-AnsL.17,Objexp,ActS,ActQ,AnsL,17,That's the thief that the cop strongly irritates on account of their constant chases.,Who irritates someone?,the cop,the thief,0
Subjexp-PassS-PassQ-AnsL.17,Subjexp,PassS,PassQ,AnsL,17,That's the cop that the thief is strongly loathed by on account of their constant chases.,Who is loathed?,the thief,the cop,0
Objexp-PassS-PassQ-AnsL.17,Objexp,PassS,PassQ,AnsL,17,That's the cop that the thief is strongly irritated by on account of their constant chases.,Who is irritated?,the thief,the cop,0
Subjexp-PassS-ActQ-AnsL.17,Subjexp,PassS,ActQ,AnsL,17,That's the cop that the thief is strongly loathed by on account of their constant chases.,Who loathes someone?,the cop,the thief,0
Objexp-PassS-ActQ-AnsL.17,Objexp,PassS,ActQ,AnsL,17,That's the cop that the thief is strongly irritated by on account of their constant chases.,Who irritates someone?,the cop,the thief,0
Subjexp-ActS-PassQ-AnsR.17,Subjexp,ActS,PassQ,AnsR,17,That's the thief that the cop strongly loathes on account of their constant chases.,Who is loathed?,the cop,the thief,1
Objexp-ActS-PassQ-AnsR.17,Objexp,ActS,PassQ,AnsR,17,That's the thief that the cop strongly irritates on account of their constant chases.,Who is irritated?,the cop,the thief,1
Subjexp-ActS-ActQ-AnsR.17,Subjexp,ActS,ActQ,AnsR,17,That's the thief that the cop strongly loathes on account of their constant chases.,Who loathes someone?,the thief,the cop,1
Objexp-ActS-ActQ-AnsR.17,Objexp,ActS,ActQ,AnsR,17,That's the thief that the cop strongly irritates on account of their constant chases.,Who irritates someone?,the thief,the cop,1
Subjexp-PassS-PassQ-AnsR.17,Subjexp,PassS,PassQ,AnsR,17,That's the cop that the thief is strongly loathed by on account of their constant chases.,Who is loathed?,the cop,the thief,1
Objexp-PassS-PassQ-AnsR.17,Objexp,PassS,PassQ,AnsR,17,That's the cop that the thief is strongly irritated by on account of their constant chases.,Who is irritated?,the cop,the thief,1
Subjexp-PassS-ActQ-AnsR.17,Subjexp,PassS,ActQ,AnsR,17,That's the cop that the thief is strongly loathed by on account of their constant chases.,Who loathes someone?,the thief,the cop,1
Objexp-PassS-ActQ-AnsR.17,Objexp,PassS,ActQ,AnsR,17,That's the cop that the thief is strongly irritated by on account of their constant chases.,Who irritates someone?,the thief,the cop,1
Subjexp-ActS-PassQ-AnsL.18,Subjexp,ActS,PassQ,AnsL,18,That's the minister that the king strongly loathes on account of his poor judgement.,Who is loathed?,the minister,the king,0
Objexp-PassS-ActQ-AnsR.18,Objexp,PassS,ActQ,AnsR,18,That's the king that the minister is strongly irritated by on account of his poor judgement.,Who irritates someone?,the minister,the king,1
Subjexp-PassS-ActQ-AnsR.18,Subjexp,PassS,ActQ,AnsR,18,That's the king that the minister is strongly loathed by on account of his poor judgement.,Who loathes someone?,the minister,the king,1
Objexp-PassS-PassQ-AnsR.18,Objexp,PassS,PassQ,AnsR,18,That's the king that the minister is strongly irritated by on account of his poor judgement.,Who is irritated?,the king,the minister,1
Subjexp-PassS-PassQ-AnsR.18,Subjexp,PassS,PassQ,AnsR,18,That's the king that the minister is strongly loathed by on account of his poor judgement.,Who is loathed?,the king,the minister,1
Objexp-ActS-ActQ-AnsR.18,Objexp,ActS,ActQ,AnsR,18,That's the minister that the king strongly irritates on account of his poor judgement.,Who irritates someone?,the minister,the king,1
Subjexp-ActS-ActQ-AnsR.18,Subjexp,ActS,ActQ,AnsR,18,That's the minister that the king strongly loathes on account of his poor judgement.,Who loathes someone?,the minister,the king,1
Objexp-ActS-PassQ-AnsR.18,Objexp,ActS,PassQ,AnsR,18,That's the minister that the king strongly irritates on account of his poor judgement.,Who is irritated?,the king,the minister,1
Subjexp-ActS-PassQ-AnsR.18,Subjexp,ActS,PassQ,AnsR,18,That's the minister that the king strongly loathes on account of his poor judgement.,Who is loathed?,the king,the minister,1
Objexp-PassS-ActQ-AnsL.18,Objexp,PassS,ActQ,AnsL,18,That's the king that the minister is strongly irritated by on account of his poor judgement.,Who irritates someone?,the king,the minister,0
Subjexp-PassS-ActQ-AnsL.18,Subjexp,PassS,ActQ,AnsL,18,That's the king that the minister is strongly loathed by on account of his poor judgement.,Who loathes someone?,the king,the minister,0
Objexp-PassS-PassQ-AnsL.18,Objexp,PassS,PassQ,AnsL,18,That's the king that the minister is strongly irritated by on account of his poor judgement.,Who is irritated?,the minister,the king,0
Subjexp-PassS-PassQ-AnsL.18,Subjexp,PassS,PassQ,AnsL,18,That's the king that the minister is strongly loathed by on account of his poor judgement.,Who is loathed?,the minister,the king,0
Objexp-ActS-ActQ-AnsL.18,Objexp,ActS,ActQ,AnsL,18,That's the minister that the king strongly irritates on account of his poor judgement.,Who irritates someone?,the king,the minister,0
Subjexp-ActS-ActQ-AnsL.18,Subjexp,ActS,ActQ,AnsL,18,That's the minister that the king strongly loathes on account of his poor judgement.,Who loathes someone?,the king,the minister,0
Objexp-ActS-PassQ-AnsL.18,Objexp,ActS,PassQ,AnsL,18,That's the minister that the king strongly irritates on account of his poor judgement.,Who is irritated?,the minister,the king,0
Subjexp-ActS-PassQ-AnsL.19,Subjexp,ActS,PassQ,AnsL,19,That's the boss that the employee somewhat dreads despite his apparent cheerfulness.,Who is dreaded?,the boss,the employee,0
Objexp-ActS-PassQ-AnsL.19,Objexp,ActS,PassQ,AnsL,19,That's the boss that the employee somewhat depresses despite his apparent cheerfulness.,Who is depressed?,the boss,the employee,0
Subjexp-ActS-ActQ-AnsL.19,Subjexp,ActS,ActQ,AnsL,19,That's the boss that the employee somewhat dreads despite his apparent cheerfulness.,Who dreads someone?,the employee,the boss,0
Objexp-ActS-ActQ-AnsL.19,Objexp,ActS,ActQ,AnsL,19,That's the boss that the employee somewhat depresses despite his apparent cheerfulness.,Who depresses someone?,the employee,the boss,0
Subjexp-PassS-PassQ-AnsL.19,Subjexp,PassS,PassQ,AnsL,19,That's the employee that the boss is somewhat dreaded by despite his apparent cheerfulness.,Who is dreaded?,the boss,the employee,0
Objexp-PassS-PassQ-AnsL.19,Objexp,PassS,PassQ,AnsL,19,That's the employee that the boss is somewhat depressed by despite his apparent cheerfulness.,Who is depressed?,the boss,the employee,0
Subjexp-PassS-ActQ-AnsL.19,Subjexp,PassS,ActQ,AnsL,19,That's the employee that the boss is somewhat dreaded by despite his apparent cheerfulness.,Who dreads someone?,the employee,the boss,0
Objexp-PassS-ActQ-AnsL.19,Objexp,PassS,ActQ,AnsL,19,That's the employee that the boss is somewhat depressed by despite his apparent cheerfulness.,Who depresses someone?,the employee,the boss,0
Subjexp-ActS-PassQ-AnsR.19,Subjexp,ActS,PassQ,AnsR,19,That's the boss that the employee somewhat dreads despite his apparent cheerfulness.,Who is dreaded?,the employee,the boss,1
Objexp-ActS-PassQ-AnsR.19,Objexp,ActS,PassQ,AnsR,19,That's the boss that the employee somewhat depresses despite his apparent cheerfulness.,Who is depressed?,the employee,the boss,1
Subjexp-ActS-ActQ-AnsR.19,Subjexp,ActS,ActQ,AnsR,19,That's the boss that the employee somewhat dreads despite his apparent cheerfulness.,Who dreads someone?,the boss,the employee,1
Objexp-ActS-ActQ-AnsR.19,Objexp,ActS,ActQ,AnsR,19,That's the boss that the employee somewhat depresses despite his apparent cheerfulness.,Who depresses someone?,the boss,the employee,1
Subjexp-PassS-PassQ-AnsR.19,Subjexp,PassS,PassQ,AnsR,19,That's the employee that the boss is somewhat dreaded by despite his apparent cheerfulness.,Who is dreaded?,the employee,the boss,1
Objexp-PassS-PassQ-AnsR.19,Objexp,PassS,PassQ,AnsR,19,That's the employee that the boss is somewhat depressed by despite his apparent cheerfulness.,Who is depressed?,the employee,the boss,1
